X,y
1.764052345967664,0.0
0.4001572083672233,0.0
0.9787379841057392,0.0
2.240893199201458,0.0
1.8675579901499677,0.0
-0.977277879876411,0.0
0.9500884175255894,0.0
-0.1513572082976979,0.0
-0.1032188517935578,0.0
0.4105985019383723,0.0
0.144043571160878,0.0
1.454273506962975,0.0
0.7610377251469934,0.0
0.1216750164928284,0.0
0.4438632327454256,0.0
0.3336743273742668,0.0
1.494079073157606,0.0
-0.2051582637658008,0.0
0.3130677016509013,0.0
-0.8540957393017248,0.0
-2.5529898158340787,0.0
0.6536185954403606,0.0
0.8644361988595057,0.0
-0.7421650204064419,0.0
2.269754623987608,0.0
-1.4543656745987648,0.0
0.045758517301446,0.0
-0.1871838500258336,0.0
1.5327792143584575,0.0
1.469358769900285,0.0
0.1549474256969163,0.0
0.3781625196021735,0.0
-0.8877857476301128,0.0
-1.980796468223927,0.0
-0.3479121493261526,0.0
0.15634896910398,0.0
1.2302906807277207,0.0
1.2023798487844113,0.0
-0.3873268174079523,0.0
-0.3023027505753355,0.0
-1.0485529650670926,0.0
-1.4200179371789752,0.0
-1.7062701906250126,0.0
1.9507753952317897,0.0
-0.5096521817516535,0.0
-0.4380743016111864,0.0
-1.2527953600499262,0.0
0.7774903558319101,0.0
-1.6138978475579515,0.0
-0.2127402802139687,0.0
-0.8954665611936756,0.0
0.386902497859262,0.0
-0.510805137568873,0.0
-1.180632184122412,0.0
-0.0281822283386548,0.0
0.4283318705304176,0.0
0.0665172223831678,0.0
0.3024718977397814,0.0
-0.6343220936809636,0.0
-0.3627411659871381,0.0
-0.672460447775951,0.0
-0.3595531615405413,0.0
-0.813146282044454,0.0
-1.7262826023316769,0.0
0.1774261422537528,0.0
-0.4017809362082619,0.0
-1.6301983469660446,0.0
0.4627822555257742,0.0
-0.9072983643832422,0.0
0.0519453957961389,0.0
0.7290905621775369,0.0
0.1289829107574106,0.0
1.139400684543301,0.0
-1.2348258203536526,0.0
0.402341641177549,0.0
-0.6848100909403132,0.0
-0.8707971491818818,0.0
-0.5788496647644155,0.0
-0.3115525321273726,0.0
0.0561653422297454,0.0
-1.1651498407833565,0.0
0.9008264869541872,0.0
0.4656624397304598,0.0
-1.5362436862772235,0.0
1.4882521937955997,0.0
1.8958891760305832,0.0
1.1787795711596507,0.0
-0.1799248358123509,0.0
-1.0707526215105423,0.0
1.0544517269311366,0.0
-0.4031769469731796,0.0
1.2224450703824274,0.0
0.2082749780768603,0.0
0.9766390364837128,0.0
0.3563663971744019,0.0
0.7065731681919482,0.0
0.0105000207208204,0.0
1.7858704939058352,0.0
0.1269120927036199,0.0
0.4019893634447016,0.0
6.883150697056254,1.0
3.6522409388575534,1.0
3.729515001514266,1.0
5.969396708158011,1.0
3.82687659488584,1.0
6.943621185649293,1.0
4.586381019240252,1.0
4.2525451885592425,1.0
6.922942026480385,1.0
6.480514791434424,1.0
6.86755896042657,1.0
5.906044658275385,1.0
4.138774314945297,1.0
6.910064953099034,1.0
4.73199662904862,1.0
5.802456395796395,1.0
5.947251967773748,1.0
4.8449899069091655,1.0
5.61407937034608,1.0
5.922206671566527,1.0
5.376425531155629,1.0
3.900599209415805,1.0
5.298238174206056,1.0
6.326385896687031,1.0
4.305432140268635,1.0
4.85036545967233,1.0
4.564846448278362,1.0
6.849263728479341,1.0
5.672294757012436,1.0
5.407461836241111,1.0
4.230083925554684,1.0
5.539249191291817,1.0
4.325667339342624,1.0
5.031830558274351,1.0
4.364153921621119,1.0
5.6764332949465,1.0
5.5765908166149405,1.0
4.791701244422005,1.0
5.396006712661645,1.0
3.906938491269494,1.0
3.5087424072943945,1.0
5.439391701264537,1.0
5.166673495372529,1.0
5.635031436892106,1.0
7.383144774863942,1.0
5.944479486990414,1.0
4.087177774555841,1.0
6.1170162880958525,1.0
3.684092589488479,1.0
4.538415395185291,1.0
4.931758394675369,1.0
6.713342721649367,1.0
4.25524517795156,1.0
4.173561461340985,1.0
4.901547475574568,1.0
4.336521713637893,1.0
6.126635922106507,1.0
3.920068491636576,1.0
3.8525313475888976,1.0
4.562179955255566,1.0
4.501967549307695,1.0
6.929532053816986,1.0
5.949420806925761,1.0
5.087551241385191,1.0
3.774564481169832,1.0
5.8443629764015474,1.0
3.999784652610435,1.0
3.4552289032223884,1.0
6.188029792352301,1.0
